Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,Product Group,Sub Classification,Vendor,Brand,Dosage Form,Manufacturing Site,First Line Designation,Line Item Quantity,Line Item Value,Weight (Kilograms),Freight Cost (USD),scheduled_year,scheduled_month,scheduled_quarter,delay_days,delayed
Namibia,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,Test kit,"Trinity Biotech, Plc",Yes,220,7040.0,79.0,1736.18,2009,6,2,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Norvir,Capsule,ABBVIE (Abbott) Logis. UK,Yes,50,490.0,,,2009,7,3,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Generic,Tablet,"Aurobindo Unit III, India",Yes,5000,41300.0,,,2009,10,4,-68,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Pediatric,S. BUYS WHOLESALER,Epivir,Oral solution,GSK Mississauga (Canada),Yes,460,2838.2,,,2009,10,4,-76,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),Genie,Test kit,Bio-Rad Laboratories,Yes,147,11076.45,165.0,1816.57,2006,6,2,0,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Orasure Technologies Inc.,OraQuick,Test kit,"Pacific Biotech, Thailand",Yes,6,2400.0,15.0,1039.5,2006,7,3,0,0
Vietnam,PMO - US,Direct Drop,CIP,Air,ARV,Pediatric,BRISTOL-MYERS SQUIBB,Videx,Chewable/dispersible tablet,"BMS Meymac, France",Yes,2800,19600.0,555.0,3292.15,2006,11,4,0,0
Haiti,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Orasure Technologies Inc.,OraQuick,Test kit,"Pacific Biotech, Thailand",Yes,15,6000.0,36.0,1195.29,2006,11,4,0,0
Zimbabwe,PMO - US,Direct Drop,CIP,Air,ARV,Adult,INTERNATIONAL HEALTHCARE DISTRIBUTORS,Kaletra,Capsule,ABBVIE (Abbott) St. P'burg USA,Yes,260,11096.8,135.0,,2006,11,4,0,0
Nigeria,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,"Aurobindo Unit III, India",Yes,894,2994.9,479.0,4861.14,2006,12,4,0,0
Vietnam,PMO - US,Direct Drop,EXW,Air,ARV,Adult,CIPLA LIMITED,Generic,Tablet - FDC,"Cipla, Goa, India",Yes,25100,276100.0,2575.0,18772.94,2007,3,1,0,0
Vietnam,PMO - US,Direct Drop,EXW,Air,ARV,Adult,STRIDES ARCOLAB LIMITED,Generic,Capsule,"Strides, Bangalore, India.",Yes,95500,144205.0,9170.0,42453.21,2007,3,1,0,0
Guyana,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,Test kit,"Trinity Biotech, Plc",Yes,900,36000.0,316.0,4989.87,2006,12,4,0,0
Mozambique,PMO - US,Direct Drop,CIP,Air,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Aluvia,Tablet,ABBSP,Yes,80,3288.0,25.0,,2007,2,1,0,0
Vietnam,PMO - US,Direct Drop,EXW,Air,ARV,Adult,CIPLA LIMITED,Generic,Tablet - FDC,"Cipla, Goa, India",Yes,70000,525000.0,6813.0,31858.09,2007,5,2,0,0
Rwanda,PMO - US,Direct Drop,EXW,Air,ARV,Adult,CIPLA LIMITED,Generic,Tablet,"Cipla, Goa, India",No,71577,1087970.4,,,2007,2,1,0,0
Rwanda,PMO - US,Direct Drop,EXW,Air,ARV,Adult,CIPLA LIMITED,Generic,Tablet,"Cipla, Patalganga, India",No,5605,202340.5,,,2007,2,1,0,0
Ethiopia,PMO - US,Direct Drop,FCA,Air,HRDT,HIV test,Abbott GmbH & Co. KG,Determine,Test kit,ABBVIE GmbH & Co.KG Wiesbaden,Yes,200,16000.0,,,2006,12,4,0,0
Vietnam,PMO - US,Direct Drop,EXW,Air,ARV,Adult,CIPLA LIMITED,Generic,Tablet - FDC,"Cipla, Goa, India",Yes,25000,187500.0,2348.0,21439.59,2007,8,3,0,0
Nigeria,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),Genie,Test kit,Bio-Rad Laboratories,Yes,375,28500.0,402.0,4445.75,2007,3,1,15,1
Ethiopia,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Abbott GmbH & Co. KG,Determine,Test kit,ABBVIE GmbH & Co.KG Wiesbaden,Yes,4650,372000.0,1707.0,24859.45,2007,1,1,0,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,Direct Drop,CIP,Air,ARV,Pediatric,BRISTOL-MYERS SQUIBB,Videx,Chewable/dispersible tablet,"BMS Meymac, France",Yes,1577,14981.5,306.0,,2007,10,4,0,0
Nigeria,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Abbott GmbH & Co. KG,Determine,Test kit,ABBVIE GmbH & Co.KG Wiesbaden,Yes,3500,280000.0,1194.0,5858.57,2007,9,3,0,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,Direct Drop,CIP,Air,ARV,Pediatric,BRISTOL-MYERS SQUIBB,Videx,Chewable/dispersible tablet,"BMS Meymac, France",No,4270,40565.0,,,2007,10,4,0,0
Vietnam,PMO - US,Direct Drop,EXW,Air,ARV,Pediatric,Aurobindo Pharma Limited,Generic,Oral suspension,"Aurobindo Unit III, India",Yes,1000,1920.0,960.0,13762.41,2007,10,4,0,0
Vietnam,PMO - US,Direct Drop,EXW,Air,ARV,Pediatric,Aurobindo Pharma Limited,Generic,Oral solution,"Aurobindo Unit III, India",No,1000,2100.0,,,2007,10,4,0,0
Vietnam,PMO - US,Direct Drop,EXW,Air,ARV,Pediatric,Aurobindo Pharma Limited,Generic,Oral solution,"Aurobindo Unit III, India",No,1000,2100.0,,,2007,10,4,0,0
Vietnam,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet - FDC,"Aurobindo Unit III, India",Yes,3000,40500.0,332.0,4454.62,2007,10,4,0,0
Vietnam,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,"Aurobindo Unit III, India",Yes,22500,277425.0,1955.0,16095.39,2007,11,4,0,0
Vietnam,PMO - US,Direct Drop,FCA,Air,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Aluvia,Tablet,ABBVIE Ludwigshafen Germany,Yes,500,41095.0,117.0,1767.38,2007,8,3,0,0
Tanzania,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Standard Diagnostics, Inc.",Bioline,Test kit,"Standard Diagnostics, Korea",Yes,10000,200000.0,3336.0,25165.3,2007,9,3,0,0
Rwanda,PMO - US,Direct Drop,EXW,Air,ARV,Adult,ASPEN PHARMACARE,Viread,Tablet,"Aspen-OSD, Port Elizabeth, SA",Yes,1609,27353.0,157.0,7922.24,2008,1,1,0,0
South Africa,PMO - US,Direct Drop,DDP,Unknown,ARV,Pediatric,"JSI R&T INSTITUTE, INC.",Kaletra,Oral solution,ABBVIE (Abbott) Logis. UK,No,30,1447.8,,,2008,1,1,0,0
South Africa,PMO - US,Direct Drop,DDP,Unknown,ARV,Adult,"JSI R&T INSTITUTE, INC.",Videx EC,Delayed-release capsules - blister,"BMS Meymac, France",No,100,2850.0,,,2008,1,1,0,0
Vietnam,PMO - US,Direct Drop,FCA,Air,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Norvir,Capsule,ABBVIE (Abbott) Logis. UK,Yes,100,18333.0,337.0,2535.4,2008,3,1,0,0
Nigeria,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Stat-Pak,Test kit,Chembio Diagnostics Sys. Inc.,Yes,10000,270000.0,3336.0,28002.75,2008,1,1,0,0
Rwanda,PMO - US,Direct Drop,CIP,Air,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet,Mylan (formerly Matrix) Nashik,Yes,1099,30222.5,113.0,1511.25,2008,1,1,0,0
Vietnam,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,Capsule,"Aurobindo Unit III, India",Yes,1200,2100.0,125.0,2429.85,2008,2,1,0,0
Kazakhstan,PMO - US,Direct Drop,DDP,Air,HRDT,HIV test,Orasure Technologies Inc.,OraQuick,Test kit,"Pacific Biotech, Thailand",Yes,50,17500.0,,,2007,12,4,0,0
Nigeria,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,Inverness Japan,Yes,650,51993.5,148.0,2577.27,2008,2,1,0,0
South Africa,PMO - US,Direct Drop,DDP,Unknown,ARV,Adult,"JSI R&T INSTITUTE, INC.",Zerit,Capsule,"BMS Meymac, France",No,100,573.0,,,2008,1,1,-17,0
Botswana,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,Test kit,"Trinity Biotech, Plc",Yes,450,14400.0,154.0,2496.62,2008,7,3,0,0
Nigeria,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Stat-Pak,Test kit,Chembio Diagnostics Sys. Inc.,Yes,10270,277290.0,2907.0,18864.37,2008,9,3,-65,0
Mozambique,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,Test kit,"Trinity Biotech, Plc",Yes,9000,288000.0,9000.0,55746.59,2008,3,1,0,0
Zambia,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,Test kit,"Trinity Biotech, Plc",Yes,6040,193280.0,2052.0,24689.0,2008,5,2,0,0
Zambia,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test - Ancillary,"Orgenics, Ltd",Generic,Test kit - Ancillary,Inverness Japan,Yes,4300,43.0,284.0,,2008,6,2,-7,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Stat-Pak,Test kit,Chembio Diagnostics Sys. Inc.,Yes,289,7803.0,79.0,1104.69,2009,3,1,0,0
Mozambique,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,Inverness Japan,Yes,3000,215970.0,682.0,5298.9,2008,7,3,-5,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test - Ancillary,"Orgenics, Ltd",Generic,Test kit - Ancillary,Inverness Japan,Yes,70,0.7,,,2008,4,2,-4,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,Inverness Japan,Yes,1116,78120.0,255.0,5175.72,2008,7,3,0,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,Inverness Japan,Yes,1116,78120.0,256.0,7118.12,2008,12,4,0,0
Guyana,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,Test kit,"Trinity Biotech, Plc",Yes,832,26624.0,832.0,3740.04,2008,5,2,0,0
Guyana,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,Inverness Japan,Yes,213,15333.87,49.0,959.46,2008,7,3,0,0
Botswana,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Orasure Technologies Inc.,OraQuick,Test kit,"Pacific Biotech, Thailand",Yes,10,3500.0,39.0,604.0,2008,4,2,0,0
Zimbabwe,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test - Ancillary,"Orgenics, Ltd",Generic,Test kit - Ancillary,Inverness Japan,Yes,1634,16.34,,,2008,11,4,-27,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Kaletra,Capsule,ABBVIE (Abbott) Logis. UK,No,400,15760.0,,,2008,4,2,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Pediatric,S. BUYS WHOLESALER,Norvir,Oral solution,ABBVIE (Abbott) France,No,6,47.28,,,2008,4,2,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Viread,Tablet,"Aspen-OSD, Port Elizabeth, SA",No,500,10925.0,,,2008,4,2,0,0
Vietnam,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,"Aurobindo Unit III, India",Yes,10080,29232.0,507.0,4159.45,2008,7,3,-17,0
Vietnam,PMO - US,Direct Drop,EXW,Air,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet,Mylan (formerly Matrix) Nashik,Yes,6720,77145.6,522.0,3796.05,2008,6,2,0,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test - Ancillary,"Orgenics, Ltd",Generic,Test kit - Ancillary,Inverness Japan,Yes,250,2.5,17.0,,2008,5,2,0,0
South Africa,PMO - US,Direct Drop,DDP,Unknown,ARV,Adult,S. BUYS WHOLESALER,Generic,Tablet,"Cipla, Goa, India",No,300,4614.0,,,2008,4,2,-18,0
South Africa,PMO - US,Direct Drop,DDP,Unknown,ARV,Adult,S. BUYS WHOLESALER,Retrovir,Tablet,GSK Aranda,Yes,300,4155.0,,,2008,4,2,0,0
South Africa,PMO - US,Direct Drop,DDP,Unknown,ARV,Adult,S. BUYS WHOLESALER,Videx EC,Delayed-release capsules - blister,"BMS Meymac, France",No,100,1849.0,,,2008,4,2,-18,0
Nigeria,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test - Ancillary,"Orgenics, Ltd",Generic,Test kit - Ancillary,Inverness Japan,Yes,1130,11.3,,,2008,5,2,0,0
Vietnam,PMO - US,Direct Drop,CIP,Air,ARV,Pediatric,BRISTOL-MYERS SQUIBB,Videx,Chewable/dispersible tablet,"BMS Meymac, France",Yes,400,2800.0,81.0,3013.09,2008,10,4,0,0
Vietnam,PMO - US,Direct Drop,EXW,Air,ARV,Adult,STRIDES ARCOLAB LIMITED,Generic,Capsule,"Strides, Bangalore, India.",Yes,10780,15631.0,502.0,7575.6,2008,8,3,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Kaletra,Capsule,ABBVIE (Abbott) Logis. UK,No,670,24783.3,,,2008,8,3,-104,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Epivir,Tablet,GSK Cape Town Factory (South Africa),Yes,2000,11060.0,,,2008,8,3,-91,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Retrovir,Tablet,GSK Aranda,Yes,1000,16630.0,,,2008,8,3,-98,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Pediatric,S. BUYS WHOLESALER,Viramune,Oral suspension,"BI, Ingelheim, Germany",No,30,435.9,,,2008,8,3,-104,0
Haiti,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,Inverness Japan,Yes,1123,78610.0,257.0,2851.72,2008,10,4,0,0
Rwanda,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Capillus,Test kit,"Trinity Biotech, Plc",Yes,340,47260.0,234.0,5446.06,2008,8,3,0,0
Rwanda,PMO - US,Direct Drop,CIP,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet - FDC,"Aurobindo Unit III, India",Yes,47879,569281.31,5311.0,30408.04,2008,7,3,-1,0
Rwanda,PMO - US,Direct Drop,CIP,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet - FDC,"Aurobindo Unit III, India",Yes,61021,725539.69,6768.0,38120.96,2008,7,3,0,0
Vietnam,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet - FDC,"Aurobindo Unit III, India",No,4300,37023.0,,,2008,9,3,0,0
Vietnam,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,Capsule,"Aurobindo Unit III, India",Yes,18030,26143.5,1114.0,5822.44,2008,10,4,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Retrovir,Tablet,GSK Aranda,Yes,50,663.5,,,2008,7,3,4,1
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Pediatric,S. BUYS WHOLESALER,Stocrin/Sustiva,Capsule,"MSD Midrand, J'burg, SA",No,250,715.0,,,2008,7,3,-2,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Videx EC,Delayed-release capsules - blister,"BMS Meymac, France",No,60,1096.2,,,2008,7,3,-2,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Pediatric,S. BUYS WHOLESALER,Videx,Powder for oral solution,"BMS Meymac, France",No,12,150.48,,,2008,7,3,-2,0
Zambia,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test - Ancillary,"Orgenics, Ltd",Generic,Test kit - Ancillary,Inverness Japan,Yes,3000,30.0,889.0,7303.52,2008,9,3,0,0
Guyana,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,Inverness Japan,Yes,213,15333.87,49.0,1047.39,2008,10,4,0,0
Nigeria,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test - Ancillary,"Orgenics, Ltd",Generic,Test kit - Ancillary,Inverness Japan,Yes,6502,65.02,1927.0,24870.05,2008,10,4,0,0
Nigeria,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,Inverness Japan,Yes,6875,549931.25,1566.0,19992.75,2008,9,3,0,0
Vietnam,PMO - US,Direct Drop,FCA,Air,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Aluvia,Tablet,ABBVIE Ludwigshafen Germany,Yes,434,35674.8,113.0,2709.98,2008,12,4,0,0
Vietnam,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet - FDC,"Aurobindo Unit III, India",Yes,1100,12540.0,159.0,2568.6,2008,11,4,0,0
Vietnam,PMO - US,Direct Drop,EXW,Air,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet,Mylan (formerly Matrix) Nashik,Yes,8400,85596.0,613.0,3247.73,2008,11,4,0,0
Vietnam,PMO - US,Direct Drop,EXW,Air,ARV,Adult,CIPLA LIMITED,Generic,Tablet - FDC,"Cipla, Goa, India",Yes,3648,26448.0,323.0,2335.19,2008,12,4,0,0
Guyana,PMO - US,Direct Drop,EXW,Air,MRDT,Malaria,ZEPHYR BIOMEDICALS,Paramax,Test kit,Not Applicable,Yes,108,4050.0,34.0,648.27,2008,12,4,0,0
Ethiopia,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Stat-Pak,Test kit,Chembio Diagnostics Sys. Inc.,Yes,5958,160866.0,2147.0,11066.17,2008,11,4,-21,0
Ethiopia,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Stat-Pak,Test kit,Chembio Diagnostics Sys. Inc.,Yes,3982,107514.0,1445.0,7303.25,2008,11,4,0,0
Ethiopia,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Colloidal Gold,Test kit,"KHB Test Kit Facility, Shanghai China",Yes,6998,160954.0,5057.0,44347.71,2008,10,4,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Viread,Tablet,"Aspen-OSD, Port Elizabeth, SA",Yes,300,7080.0,,,2008,8,3,-11,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Pediatric,S. BUYS WHOLESALER,Viramune,Oral suspension,"BI, Ingelheim, Germany",No,40,557.6,,,2008,8,3,-11,0
Ethiopia,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Colloidal Gold,Test kit,"KHB Test Kit Facility, Shanghai China",Yes,3470,79810.0,2509.0,19882.25,2009,1,1,-6,0
Ethiopia,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Colloidal Gold,Test kit,"KHB Test Kit Facility, Shanghai China",Yes,3510,80730.0,2535.0,22433.91,2008,12,4,0,0
Zimbabwe,PMO - US,Direct Drop,CIP,Air,HRDT,HIV test,BIOLYTICAL LABORATORIES INC.,INSTi,Test kit,bioLytical Laboratories,Yes,5000,12706.65,,,2009,2,1,0,0
Vietnam,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,"Aurobindo Unit III, India",Yes,6000,17400.0,581.0,2653.27,2008,11,4,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Generic,Tablet,"Cipla, Goa, India",No,1300,20410.0,,,2009,5,2,-220,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Pediatric,S. BUYS WHOLESALER,Retrovir,Oral solution,GSK Mississauga (Canada),No,120,733.2,,,2009,5,2,-220,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Invirase,Capsule,Roche Basel,No,6,424.08,,,2009,5,2,-220,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Pediatric,S. BUYS WHOLESALER,Viramune,Oral suspension,"BI, Ingelheim, Germany",No,40,540.4,,,2009,5,2,-220,0
Nigeria,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,Inverness Japan,Yes,5751,460080.0,1723.0,22451.67,2009,4,2,0,0
Namibia,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,INVERNESS MEDICAL INNOVATIONS SOUTH AFRICA (PTY) LTD,Clearview,Test kit,Inverness USA,Yes,3,225.0,3.0,963.34,2009,1,1,0,0
Guyana,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Stat-Pak,Test kit,Chembio Diagnostics Sys. Inc.,Yes,100,2700.0,28.0,692.38,2009,2,1,-29,0
Namibia,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,Test kit,"Trinity Biotech, Plc",Yes,68,2176.0,22.0,1003.52,2009,3,1,0,0
Vietnam,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,"Aurobindo Unit III, India",Yes,9000,21600.0,2228.0,9809.7,2009,4,2,0,0
Vietnam,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet - FDC,"Aurobindo Unit III, India",No,700,7805.0,,,2009,4,2,0,0
Nigeria,PMO - US,Direct Drop,CIP,Air,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Atripla,Tablet - FDC,"MSD, Haarlem, NL",Yes,25000,1260000.0,2067.0,7933.38,2009,4,2,0,0
Haiti,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,Inverness Japan,Yes,1680,117600.0,382.0,3241.06,2009,3,1,0,0
Haiti,PMO - US,Direct Drop,EXW,Air,ARV,Pediatric,Aurobindo Pharma Limited,Generic,Capsule,"Aurobindo Unit III, India",Yes,2100,10500.0,187.0,1903.54,2009,4,2,0,0
Mozambique,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,Inverness Japan,Yes,9000,648000.0,2655.0,25052.69,2009,5,2,0,0
South Africa,PMO - US,Direct Drop,DDP,Air,ARV,Pediatric,S. BUYS WHOLESALER,Generic,Capsule,"Aurobindo Unit III, India",Yes,176,3359.84,,,2009,3,1,-109,0
South Africa,PMO - US,Direct Drop,DDP,Air,ARV,Adult,S. BUYS WHOLESALER,Generic,Tablet,"Aurobindo Unit III, India",Yes,5017,24583.3,,,2009,3,1,-113,0
South Africa,PMO - US,Direct Drop,DDP,Air,ARV,Pediatric,S. BUYS WHOLESALER,Generic,Oral solution,"Aurobindo Unit III, India",No,929,3390.85,,,2009,3,1,-119,0
South Africa,PMO - US,Direct Drop,DDP,Air,ARV,Adult,S. BUYS WHOLESALER,Generic,Tablet,"Aurobindo Unit III, India",Yes,6700,36582.0,,,2009,6,2,-145,0
South Africa,PMO - US,Direct Drop,DDP,Air,ARV,Adult,S. BUYS WHOLESALER,Retrovir,Tablet,GSK Aranda,No,1350,19062.0,,,2009,5,2,-133,0
South Africa,PMO - US,Direct Drop,DDP,Air,ARV,Adult,S. BUYS WHOLESALER,Generic,Tablet,"Cipla, Goa, India",Yes,1120,16307.2,,,2009,5,2,-124,0
South Africa,PMO - US,Direct Drop,DDP,Air,ARV,Adult,S. BUYS WHOLESALER,Zerit,Capsule,"BMS Meymac, France",No,100,371.0,,,2009,3,1,-130,0
South Africa,PMO - US,Direct Drop,DDP,Air,ARV,Adult,S. BUYS WHOLESALER,Generic,Capsule,"Aurobindo Unit III, India",Yes,1000,2920.0,,,2009,3,1,-68,0
South Africa,PMO - US,Direct Drop,DDP,Air,ARV,Adult,S. BUYS WHOLESALER,Viramune,Tablet,"Boehringer Ing., Koropi, GR",No,260,4035.2,,,2009,3,1,-68,0
Uganda,PMO - US,Direct Drop,CIP,Air,ARV,Adult,BRISTOL-MYERS SQUIBB,Videx EC,Delayed-release capsules - blister,"BMS Meymac, France",Yes,60,1100.4,3000.0,428.91,2009,5,2,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Pediatric,S. BUYS WHOLESALER,Stocrin/Sustiva,Capsule,"MSD Midrand, J'burg, SA",Yes,5000,160900.0,,,2009,4,2,0,0
South Africa,PMO - US,Direct Drop,DDP,Air,ARV,Pediatric,S. BUYS WHOLESALER,Retrovir,Injection,GSK Ware (UK),No,166,2265.9,,,2009,6,2,-66,0
South Africa,PMO - US,Direct Drop,DDP,Air,ARV,Pediatric,S. BUYS WHOLESALER,Videx,Chewable/dispersible tablet,"BMS Meymac, France",No,1500,15150.0,,,2009,6,2,-66,0
Rwanda,PMO - US,Direct Drop,CIP,Air,ARV,Adult,CIPLA LIMITED,Generic,Tablet - FDC,"Cipla, Goa, India",Yes,7840,71344.0,719.0,853.88,2009,4,2,0,0
South Africa,PMO - US,Direct Drop,DDP,Air,ARV,Pediatric,S. BUYS WHOLESALER,Kaletra,Oral solution,ABBVIE (Abbott) Logis. UK,Yes,40,1440.0,,,2009,7,3,-102,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Pediatric,S. BUYS WHOLESALER,Norvir,Oral solution,ABBVIE (Abbott) France,Yes,6,43.2,,,2009,7,3,-88,0
